,키,몸무게,연간 음주 빈도,한번 섭취시 음주량,일반담배 하루 흡연량,격렬한 신체활동 일수,중증도 신체활동 일수,걷기 실천 일수,주간 아침식사 일수,체형(5단계)
0,-1.3652396880733544,-1.2505441626006473,-1.381261345018661,-0.998462648059654,-0.30710092234029784,-0.516438730870203,-0.5952663098430944,-0.503598971799827,0.7487679741677529,3
1,-0.47058674842881176,-0.11463337951257857,-1.381261345018661,-0.998462648059654,1.8212655263006157,-0.516438730870203,2.4669304684378166,-1.8644999234418225,0.7487679741677529,3
2,0.6477294261268666,-0.5203158020440317,-0.8287985929809074,-0.998462648059654,-0.30710092234029784,-0.516438730870203,-0.5952663098430944,-2.3181335739891544,-1.5769129761373537,3
3,-0.47058674842881176,-1.088271193588066,-1.381261345018661,-0.998462648059654,-0.30710092234029784,-0.516438730870203,-0.5952663098430944,-1.8644999234418225,-0.026459009267282646,2
4,-0.9179132182510831,-0.6014522865503223,1.9335151672078612,1.978489974499038,2.8854487506210726,-0.516438730870203,-0.5952663098430944,-1.8644999234418225,-0.026459009267282646,3
5,-0.8060816007955153,-0.9259982245754848,1.9335151672078612,1.2342518188593652,-0.30710092234029784,-0.516438730870203,-0.5952663098430944,-2.3181335739891544,0.7487679741677529,3
6,-1.8125661578956258,-0.6014522865503223,-0.8287985929809074,-0.998462648059654,-0.30710092234029784,-0.516438730870203,0.42546594958387585,-0.9572326223471589,0.7487679741677529,4
7,-1.700734540440058,-1.331680647106938,-0.27633584094315367,-0.25422449241998096,-0.30710092234029784,-0.516438730870203,-0.5952663098430944,-0.0499653212524952,0.7487679741677529,3
8,1.654213983226977,0.5344584965377465,0.8285896631323538,-0.25422449241998096,-0.30710092234029784,0.6673021850284072,-0.08490018012960926,0.40366832929483665,-0.8016859927023182,2
9,-0.13509189606210828,-1.088271193588066,-0.8287985929809074,-0.998462648059654,-0.30710092234029784,-0.516438730870203,0.42546594958387585,0.40366832929483665,0.7487679741677529,3
10,-0.2469235135176761,-0.682588771056613,0.2761269110946001,-0.25422449241998096,-0.30710092234029784,-0.516438730870203,1.9565643387243312,-0.503598971799827,0.7487679741677529,3
11,0.08857133884902738,-0.8448617400691941,0.2761269110946001,-0.25422449241998096,-0.30710092234029784,-0.516438730870203,-0.08490018012960926,-1.4108662728944907,0.7487679741677529,3
12,0.42406619121573086,-0.03349689500628794,1.3810524151701076,0.4900136632196921,-0.30710092234029784,-0.516438730870203,1.446198209010846,-0.0499653212524952,0.7487679741677529,3
13,0.98322427849357,1.8326422486383964,-0.27633584094315367,0.4900136632196921,-0.30710092234029784,-0.516438730870203,-0.08490018012960926,0.8573019798421685,-1.5769129761373537,4
14,-0.13509189606210828,-0.8448617400691941,-1.381261345018661,-0.998462648059654,-0.30710092234029784,0.0754317270791021,-0.5952663098430944,-1.4108662728944907,-0.026459009267282646,3
15,-1.029744835706651,-0.9259982245754848,0.2761269110946001,-0.25422449241998096,-0.30710092234029784,0.6673021850284072,-0.5952663098430944,-1.4108662728944907,0.7487679741677529,2
16,0.7595610435824344,0.12877607400629332,0.8285896631323538,-0.25422449241998096,-0.30710092234029784,3.0347840168256273,-0.5952663098430944,0.8573019798421685,0.7487679741677529,2
17,0.31223457376016306,-0.7637252555629035,-0.27633584094315367,-0.25422449241998096,-0.30710092234029784,0.6673021850284072,-0.08490018012960926,-0.9572326223471589,-1.5769129761373537,2
18,0.42406619121573086,-0.1957698640188692,-0.27633584094315367,0.4900136632196921,-0.30710092234029784,1.2591726429777121,-0.5952663098430944,0.8573019798421685,-1.5769129761373537,3
19,1.8778772181381127,2.31946115567614,-0.27633584094315367,-0.25422449241998096,-0.30710092234029784,0.0754317270791021,-0.5952663098430944,-1.8644999234418225,0.7487679741677529,5
20,0.98322427849357,-1.1694076780943568,0.8285896631323538,-0.25422449241998096,-0.30710092234029784,0.6673021850284072,-0.5952663098430944,-1.4108662728944907,-1.5769129761373537,1
21,1.542382365771409,1.4269598261069432,1.3810524151701076,1.978489974499038,-0.30710092234029784,-0.516438730870203,-0.5952663098430944,-0.0499653212524952,-1.5769129761373537,4
22,1.542382365771409,0.37218552752516515,0.8285896631323538,1.2342518188593652,-0.30710092234029784,2.442913558876322,-0.5952663098430944,0.8573019798421685,0.7487679741677529,2
23,2.437035305415952,0.9401409190691995,0.8285896631323538,-0.25422449241998096,-0.30710092234029784,2.442913558876322,-0.5952663098430944,0.8573019798421685,-0.8016859927023182,2
24,0.42406619121573086,-0.6014522865503223,0.8285896631323538,-0.25422449241998096,-0.30710092234029784,0.0754317270791021,0.42546594958387585,-1.4108662728944907,-0.026459009267282646,3
25,0.08857133884902738,1.3458233416006526,1.9335151672078612,1.2342518188593652,0.5442456571160676,-0.516438730870203,0.42546594958387585,-1.4108662728944907,-1.5769129761373537,4
26,-1.029744835706651,-1.331680647106938,-0.8287985929809074,-0.998462648059654,-0.30710092234029784,-0.516438730870203,-0.08490018012960926,0.8573019798421685,-0.8016859927023182,3
27,1.654213983226977,2.157188186663559,1.3810524151701076,1.2342518188593652,-0.30710092234029784,0.0754317270791021,-0.5952663098430944,-0.9572326223471589,-0.8016859927023182,4
28,1.3187191308602735,0.6155949810440371,1.3810524151701076,-0.25422449241998096,-0.30710092234029784,-0.516438730870203,0.42546594958387585,-0.9572326223471589,0.7487679741677529,3
29,-0.2469235135176761,-0.03349689500628794,-0.27633584094315367,-0.25422449241998096,3.9496319749415294,-0.516438730870203,-0.5952663098430944,0.8573019798421685,-1.5769129761373537,3
